model,location,mic_type,snr,rt60,segment_index,segment_start,segment_end,class_name,num_frames_in_segment,detected_frames_class,percentage_occurrence,mean_confidence,std_confidence
Cnn14_DecisionLevelMax,Baseline,Baseline,,,17,2040,2160,Television,18001,320,0.0178,0.0101,0.0037
Cnn14_DecisionLevelMax,Baseline,Baseline,,,17,2040,2160,Vehicle,18001,12241,0.6800,0.0928,0.0931
Cnn14_DecisionLevelMax,Baseline,Baseline,,,18,2160,2280,Rail transport,18001,6816,0.3786,0.1704,0.1967
Cnn14_DecisionLevelMax,Baseline,Baseline,,,18,2160,2280,Vehicle,18001,17777,0.9876,0.2115,0.1285
Cnn14_DecisionLevelMax,Baseline,Baseline,,,19,2280,2400,Drawer open or close,18001,192,0.0107,0.0102,0.0046
Cnn14_DecisionLevelMax,Baseline,Baseline,,,19,2280,2400,Wood,18001,1056,0.0587,0.0391,0.0287
Cnn14_DecisionLevelMax,Baseline,Baseline,,,20,2400,2520,Drawer open or close,18001,128,0.0071,0.0066,0.0023
Cnn14_DecisionLevelMax,Baseline,Baseline,,,20,2400,2520,Door,18001,1152,0.0640,0.0125,0.0074
Cnn14_DecisionLevelMax,Baseline,Baseline,,,21,2520,2640,"Baby cry, infant cry",18001,1344,0.0747,0.0621,0.0796
Cnn14_DecisionLevelMax,Baseline,Baseline,,,21,2520,2640,Animal,18001,7264,0.4035,0.0375,0.0542
Cnn14_DecisionLevelMax,Baseline,Baseline,,,22,2640,2760,Water,18001,3617,0.2009,0.0701,0.0550
Cnn14_DecisionLevelMax,Baseline,Baseline,,,22,2640,2760,Vehicle,18001,15600,0.8666,0.1482,0.1135
Cnn14_DecisionLevelMax,Baseline,Baseline,,,23,2760,2880,Television,18001,416,0.0231,0.0074,0.0038
Cnn14_DecisionLevelMax,Baseline,Baseline,,,23,2760,2880,Fire alarm,18001,1728,0.0960,0.0504,0.0411
Cnn14_DecisionLevelMax,Baseline,Baseline,,,24,2880,3000,Fire alarm,18001,704,0.0391,0.0141,0.0120
Cnn14_DecisionLevelMax,Baseline,Baseline,,,24,2880,3000,Water,18001,3616,0.2009,0.0577,0.0521
Cnn14_DecisionLevelMax,Baseline,Baseline,,,25,3000,3120,Speech,18001,15697,0.8720,0.1281,0.1404
Cnn14_DecisionLevelMax,Baseline,Baseline,,,25,3000,3120,Music,18001,17456,0.9697,0.4303,0.1761
Cnn14_DecisionLevelMax,Baseline,Baseline,,,26,3120,3240,Television,18001,1216,0.0676,0.0122,0.0121
Cnn14_DecisionLevelMax,Baseline,Baseline,,,26,3120,3240,Drawer open or close,18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelMax,Baseline,Baseline,,,27,3240,3360,Rail transport,18001,3073,0.1707,0.0940,0.0869
Cnn14_DecisionLevelMax,Baseline,Baseline,,,27,3240,3360,Fire alarm,18001,160,0.0089,0.0104,0.0037
Cnn14_DecisionLevelMax,Baseline,Baseline,,,28,3360,3480,Television,18001,1120,0.0622,0.0107,0.0072
Cnn14_DecisionLevelMax,Baseline,Baseline,,,28,3360,3480,Door,18001,448,0.0249,0.0107,0.0062
Cnn14_DecisionLevelMax,Baseline,Baseline,,,29,3480,3600,Door,18001,32,0.0018,0.0089,0.0000
Cnn14_DecisionLevelMax,Baseline,Baseline,,,29,3480,3600,Vehicle,18001,14993,0.8329,0.1146,0.1110
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,0,0,120,"Baby cry, infant cry",18000,2176,0.1209,0.0327,0.0267
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,1,120,240,Music,18001,17841,0.9911,0.4321,0.2123
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,2,240,360,Speech,18001,17424,0.9679,0.2463,0.1787
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,3,360,480,Water,18001,9072,0.5040,0.0930,0.0678
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,4,480,600,Fire alarm,18001,8624,0.4791,0.1585,0.1849
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,5,600,720,Television,18001,7520,0.4178,0.0429,0.0665
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,6,720,840,Animal,18001,4064,0.2258,0.0197,0.0232
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,7,840,960,Tick-tock,18001,1056,0.0587,0.0687,0.0568
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,8,960,1080,Drawer open or close,18001,2336,0.1298,0.0220,0.0173
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,9,1080,1200,Writing,18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,10,1200,1320,Vehicle,18001,16144,0.8968,0.0961,0.0866
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,11,1320,1440,Door,18001,3840,0.2133,0.0308,0.0369
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,12,1440,1560,Rail transport,18001,11376,0.6320,0.0391,0.0377
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,13,1560,1680,"Dishes, pots, and pans",18001,1920,0.1067,0.0571,0.1183
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,14,1680,1800,Wood,18001,6432,0.3573,0.0402,0.0376
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,15,1800,1920,Television,18001,7456,0.4142,0.0243,0.0310
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,15,1800,1920,Speech,18001,17360,0.9644,0.2010,0.1669
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,16,1920,2040,Television,18001,3840,0.2133,0.0165,0.0152
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,16,1920,2040,Rail transport,18001,3680,0.2044,0.0750,0.1108
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,17,2040,2160,Television,18001,3968,0.2204,0.0153,0.0109
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,17,2040,2160,Vehicle,18001,10641,0.5911,0.0374,0.0546
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,18,2160,2280,Rail transport,18001,12368,0.6871,0.0621,0.0867
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,18,2160,2280,Vehicle,18001,17329,0.9627,0.1287,0.0963
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,19,2280,2400,Drawer open or close,18001,352,0.0196,0.0175,0.0067
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,19,2280,2400,Wood,18001,2240,0.1244,0.0345,0.0378
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,20,2400,2520,Drawer open or close,18001,608,0.0338,0.0155,0.0099
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,20,2400,2520,Door,18001,705,0.0392,0.0209,0.0202
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,21,2520,2640,"Baby cry, infant cry",18001,544,0.0302,0.0539,0.0473
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,21,2520,2640,Animal,18001,4000,0.2222,0.0213,0.0397
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,22,2640,2760,Water,18001,5953,0.3307,0.0774,0.0619
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,22,2640,2760,Vehicle,18001,13040,0.7244,0.0890,0.0778
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,23,2760,2880,Television,18001,2432,0.1351,0.0140,0.0204
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,23,2760,2880,Fire alarm,18001,2624,0.1458,0.0448,0.0360
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,24,2880,3000,Fire alarm,18001,1504,0.0836,0.0483,0.0565
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,24,2880,3000,Water,18001,4080,0.2267,0.0752,0.0731
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,25,3000,3120,Speech,18001,16721,0.9289,0.1153,0.1132
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,25,3000,3120,Music,18001,17745,0.9858,0.4082,0.1935
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,26,3120,3240,Television,18001,4960,0.2755,0.0168,0.0195
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,26,3120,3240,Drawer open or close,18001,128,0.0071,0.0214,0.0039
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,27,3240,3360,Rail transport,18001,6529,0.3627,0.0850,0.1146
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,27,3240,3360,Fire alarm,18001,864,0.0480,0.0205,0.0107
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,28,3360,3480,Television,18001,5952,0.3306,0.0176,0.0264
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,28,3360,3480,Door,18001,608,0.0338,0.0153,0.0098
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,29,3480,3600,Door,18001,512,0.0284,0.0216,0.0136
Cnn14_DecisionLevelMax,LivingLab,AudioMoth,-5.2,0.72,29,3480,3600,Vehicle,18001,15136,0.8408,0.0742,0.0719
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,0,0,120,"Baby cry, infant cry",18000,1344,0.0747,0.0237,0.0147
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,1,120,240,Music,18001,17905,0.9947,0.4629,0.2014
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,2,240,360,Speech,18001,17393,0.9662,0.2500,0.1932
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,3,360,480,Water,18001,3904,0.2169,0.0423,0.0345
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,4,480,600,Fire alarm,18001,7248,0.4026,0.0951,0.1194
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,5,600,720,Television,18001,7184,0.3991,0.0274,0.0305
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,6,720,840,Animal,18001,3872,0.2151,0.0133,0.0158
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,7,840,960,Tick-tock,18001,736,0.0409,0.0553,0.0447
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,8,960,1080,Drawer open or close,18001,2080,0.1155,0.0201,0.0172
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,9,1080,1200,Writing,18001,128,0.0071,0.0060,0.0017
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,10,1200,1320,Vehicle,18001,17008,0.9448,0.1030,0.0859
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,11,1320,1440,Door,18001,2720,0.1511,0.0291,0.0308
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,12,1440,1560,Rail transport,18001,9840,0.5466,0.0375,0.0344
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,13,1560,1680,"Dishes, pots, and pans",18001,544,0.0302,0.0119,0.0072
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,14,1680,1800,Wood,18001,3168,0.1760,0.0407,0.0419
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,15,1800,1920,Television,18001,8416,0.4675,0.0340,0.0525
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,15,1800,1920,Speech,18001,17040,0.9466,0.2001,0.1631
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,16,1920,2040,Television,18001,2928,0.1627,0.0101,0.0059
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,16,1920,2040,Rail transport,18001,5376,0.2987,0.0376,0.0417
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,17,2040,2160,Television,18001,3249,0.1805,0.0164,0.0127
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,17,2040,2160,Vehicle,18001,10817,0.6009,0.0417,0.0505
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,18,2160,2280,Rail transport,18001,11376,0.6320,0.0703,0.0927
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,18,2160,2280,Vehicle,18001,17648,0.9804,0.1414,0.0841
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,19,2280,2400,Drawer open or close,18001,352,0.0196,0.0119,0.0042
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,19,2280,2400,Wood,18001,736,0.0409,0.0216,0.0164
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,20,2400,2520,Drawer open or close,18001,192,0.0107,0.0095,0.0037
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,20,2400,2520,Door,18001,608,0.0338,0.0128,0.0093
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,21,2520,2640,"Baby cry, infant cry",18001,480,0.0267,0.0427,0.0225
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,21,2520,2640,Animal,18001,5664,0.3146,0.0320,0.0732
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,22,2640,2760,Water,18001,2176,0.1209,0.0384,0.0322
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,22,2640,2760,Vehicle,18001,15953,0.8862,0.0863,0.0813
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,23,2760,2880,Television,18001,2704,0.1502,0.0239,0.0416
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,23,2760,2880,Fire alarm,18001,1376,0.0764,0.0246,0.0172
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,24,2880,3000,Fire alarm,18001,512,0.0284,0.0334,0.0209
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,24,2880,3000,Water,18001,1856,0.1031,0.0354,0.0302
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,25,3000,3120,Speech,18001,15441,0.8578,0.1026,0.1077
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,25,3000,3120,Music,18001,17872,0.9928,0.4067,0.1827
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,26,3120,3240,Television,18001,5312,0.2951,0.0203,0.0189
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,26,3120,3240,Drawer open or close,18001,160,0.0089,0.0401,0.0201
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,27,3240,3360,Rail transport,18001,8161,0.4534,0.0782,0.1037
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,27,3240,3360,Fire alarm,18001,64,0.0036,0.0062,0.0003
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,28,3360,3480,Television,18001,6304,0.3502,0.0176,0.0207
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,28,3360,3480,Door,18001,288,0.0160,0.0138,0.0066
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,29,3480,3600,Door,18001,96,0.0053,0.0104,0.0036
Cnn14_DecisionLevelMax,LivingLab,piss,28.2,0.72,29,3480,3600,Vehicle,18001,16288,0.9048,0.0906,0.0703
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,0,0,120,"Baby cry, infant cry",18000,1248,0.0693,0.0239,0.0224
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,1,120,240,Music,18001,17969,0.9982,0.4811,0.2009
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,2,240,360,Speech,18001,17617,0.9787,0.2435,0.1891
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,3,360,480,Water,18001,5728,0.3182,0.0857,0.0579
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,4,480,600,Fire alarm,18001,7713,0.4285,0.1746,0.1912
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,5,600,720,Television,18001,6432,0.3573,0.0290,0.0472
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,6,720,840,Animal,18001,3584,0.1991,0.0260,0.0529
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,7,840,960,Tick-tock,18001,1472,0.0818,0.0756,0.0964
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,8,960,1080,Drawer open or close,18001,2464,0.1369,0.0291,0.0287
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,9,1080,1200,Writing,18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,10,1200,1320,Vehicle,18001,17248,0.9582,0.1248,0.1016
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,11,1320,1440,Door,18001,3424,0.1902,0.0322,0.0328
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,12,1440,1560,Rail transport,18001,16000,0.8888,0.0929,0.0571
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,13,1560,1680,"Dishes, pots, and pans",18001,1056,0.0587,0.0338,0.0469
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,14,1680,1800,Wood,18001,3840,0.2133,0.0258,0.0254
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,15,1800,1920,Television,18001,4512,0.2507,0.0316,0.0490
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,15,1800,1920,Speech,18001,17200,0.9555,0.1853,0.1662
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,16,1920,2040,Television,18001,1344,0.0747,0.0117,0.0060
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,16,1920,2040,Rail transport,18001,5712,0.3173,0.0684,0.0778
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,17,2040,2160,Television,18001,2208,0.1227,0.0125,0.0088
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,17,2040,2160,Vehicle,18001,10065,0.5591,0.0411,0.0453
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,18,2160,2280,Rail transport,18001,15297,0.8498,0.1261,0.1175
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,18,2160,2280,Vehicle,18001,17729,0.9849,0.1869,0.1079
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,19,2280,2400,Drawer open or close,18001,704,0.0391,0.0153,0.0102
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,19,2280,2400,Wood,18001,1024,0.0569,0.0227,0.0260
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,20,2400,2520,Drawer open or close,18001,128,0.0071,0.0066,0.0019
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,20,2400,2520,Door,18001,832,0.0462,0.0172,0.0143
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,21,2520,2640,"Baby cry, infant cry",18001,576,0.0320,0.0412,0.0301
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,21,2520,2640,Animal,18001,4992,0.2773,0.0313,0.0848
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,22,2640,2760,Water,18001,2976,0.1653,0.0868,0.0474
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,22,2640,2760,Vehicle,18001,15089,0.8382,0.1261,0.0982
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,23,2760,2880,Television,18001,1792,0.0996,0.0157,0.0204
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,23,2760,2880,Fire alarm,18001,1696,0.0942,0.0946,0.1272
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,24,2880,3000,Fire alarm,18001,864,0.0480,0.0453,0.0408
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,24,2880,3000,Water,18001,1936,0.1075,0.0796,0.0548
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,25,3000,3120,Speech,18001,15089,0.8382,0.0918,0.0908
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,25,3000,3120,Music,18001,17905,0.9947,0.4529,0.1838
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,26,3120,3240,Television,18001,3392,0.1884,0.0170,0.0144
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,26,3120,3240,Drawer open or close,18001,192,0.0107,0.0217,0.0081
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,27,3240,3360,Rail transport,18001,8481,0.4711,0.1079,0.1158
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,27,3240,3360,Fire alarm,18001,480,0.0267,0.0219,0.0128
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,28,3360,3480,Television,18001,3904,0.2169,0.0131,0.0093
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,28,3360,3480,Door,18001,672,0.0373,0.0141,0.0111
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,29,3480,3600,Door,18001,352,0.0196,0.0120,0.0054
Cnn14_DecisionLevelMax,LivingLab,refmic,3.7,0.72,29,3480,3600,Vehicle,18001,15216,0.8453,0.1184,0.0980
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,0,0,120,"Baby cry, infant cry",18000,1024,0.0569,0.0253,0.0176
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,1,120,240,Music,18001,17937,0.9964,0.3834,0.1644
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,2,240,360,Speech,18001,16785,0.9324,0.1630,0.1373
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,3,360,480,Water,18001,3680,0.2044,0.0388,0.0290
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,4,480,600,Fire alarm,18001,5408,0.3004,0.0869,0.1004
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,5,600,720,Television,18001,6977,0.3876,0.0258,0.0268
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,6,720,840,Animal,18001,4400,0.2444,0.0137,0.0122
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,7,840,960,Tick-tock,18001,1408,0.0782,0.0361,0.0438
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,8,960,1080,Drawer open or close,18001,160,0.0089,0.0121,0.0032
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,9,1080,1200,Writing,18001,32,0.0018,0.0041,0.0000
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,10,1200,1320,Vehicle,18001,15504,0.8613,0.0416,0.0375
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,11,1320,1440,Door,18001,896,0.0498,0.0184,0.0184
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,12,1440,1560,Rail transport,18001,4768,0.2649,0.0140,0.0073
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,13,1560,1680,"Dishes, pots, and pans",18001,256,0.0142,0.0152,0.0097
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,14,1680,1800,Wood,18001,2272,0.1262,0.0172,0.0119
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,15,1800,1920,Television,18001,9424,0.5235,0.0218,0.0165
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,15,1800,1920,Speech,18001,15569,0.8649,0.1099,0.1068
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,16,1920,2040,Television,18001,4353,0.2418,0.0186,0.0235
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,16,1920,2040,Rail transport,18001,640,0.0356,0.0131,0.0084
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,17,2040,2160,Television,18001,5568,0.3093,0.0180,0.0132
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,17,2040,2160,Vehicle,18001,7200,0.4000,0.0161,0.0141
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,18,2160,2280,Rail transport,18001,4448,0.2471,0.0198,0.0287
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,18,2160,2280,Vehicle,18001,15632,0.8684,0.0346,0.0280
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,19,2280,2400,Drawer open or close,18001,192,0.0107,0.0089,0.0024
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,19,2280,2400,Wood,18001,288,0.0160,0.0082,0.0032
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,20,2400,2520,Drawer open or close,18001,96,0.0053,0.0108,0.0010
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,20,2400,2520,Door,18001,192,0.0107,0.0057,0.0018
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,21,2520,2640,"Baby cry, infant cry",18001,576,0.0320,0.0280,0.0152
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,21,2520,2640,Animal,18001,5424,0.3013,0.0155,0.0213
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,22,2640,2760,Water,18001,1792,0.0996,0.0321,0.0287
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,22,2640,2760,Vehicle,18001,13328,0.7404,0.0366,0.0369
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,23,2760,2880,Television,18001,3088,0.1715,0.0168,0.0136
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,23,2760,2880,Fire alarm,18001,480,0.0267,0.0181,0.0145
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,24,2880,3000,Fire alarm,18001,384,0.0213,0.0294,0.0180
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,24,2880,3000,Water,18001,1568,0.0871,0.0235,0.0188
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,25,3000,3120,Speech,18001,14801,0.8222,0.0600,0.0660
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,25,3000,3120,Music,18001,18001,1.0000,0.3953,0.1480
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,26,3120,3240,Television,18001,7264,0.4035,0.0189,0.0143
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,26,3120,3240,Drawer open or close,18001,0,0.0000,0.0000,0.0000
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,27,3240,3360,Rail transport,18001,2881,0.1600,0.0365,0.0524
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,27,3240,3360,Fire alarm,18001,448,0.0249,0.0318,0.0248
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,28,3360,3480,Television,18001,7088,0.3938,0.0225,0.0230
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,28,3360,3480,Door,18001,96,0.0053,0.0151,0.0047
Cnn14_DecisionLevelMax,LivingLab,usbmic,28.6,0.72,29,3480,3600,Door,18001,0,0.0000,0.0000,0.0000
